Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,JU-06,FILTER,VCF KEY FOLLOW,,24,,0,127,,,,,0-BASED,,
ROLAND,JU-06,AMPLIFIER,VCA ENVELOPE SW,,25,,0,127,,,,,0-BASED,,
ROLAND,JU-06,AMPLIFIER,VCA LEVEL,,26,,0,127,,,,,0-BASED,,
ROLAND,JU-06,GENERAL,HOLD,,64,,0,127,,,,,0-BASED,,
ROLAND,JU-06,GENERAL,PORTAMENTO TIME,,65,,0,127,,,,,0-BASED,,
ROLAND,JU-06,FILTER,VCF RESONANCE,,71,,0,127,,,,,0-BASED,,
ROLAND,JU-06,FILTER,VCF CUTOFF,,74,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DELAY,DELAY TIME,,82,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DELAY,DELAY FEEDBACK,,83,,0,127,,,,,0-BASED,,
ROLAND,JU-06,GENERAL,ASSIGN MODE,,86,,0,127,,,,,0-BASED,,
ROLAND,JU-06,GENERAL,BEND RANGE,,87,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DELAY,DELAY LEVEL,,91,,0,127,,,,,0-BASED,,
ROLAND,JU-06,GENERAL,CHORUS SW,,93,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,JX-03,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,JX-03,LFO,LFO RATE,,3,,0,127,,,,,0-BASED,,
ROLAND,JX-03,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,JX-03,LFO,LFO DELAY TIME,,9,,0,127,,,,,0-BASED,,
ROLAND,JX-03,GENERAL,EXPRESSION PEDAL,,11,,0,127,,,,,0-BASED,,
ROLAND,JX-03,LFO,LFO WAVE FORM,,12,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 1,DCO 1 RANGE,,13,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 1,DCO 1 WAVE FORM,,14,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 1,DCO 1 FREQUENCY MODULATION LFO SW,,15,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 1,DCO 1 FREQUENCY MODULATION ENVELOPE SW,,16,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 2,DCO 2 RANGE,,17,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 2,DCO 2 WAVE FORM,,18,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 2,DCO 2 TUNE,,19,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 2,DCO 2 TFINE TUNE,,20,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 2,DCO 2 CROSS MOD SEL,,21,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 2,DCO 2 FREQUENCY MODULATION LFO SW,,22,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DIGITALLY CONTROLLED OSCILLATOR 2,DCO 2 FREQUENCY MODULATION ENVELOPE SW,,23,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DCO SETTINGS,DCO LFO DEPTH,,24,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DCO SETTINGS,DCO ENVELOPE DEPTH,,25,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DCO SETTINGS,DCO ENVELOPE POLARITY,,26,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF SOURCE MIX,,27,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF LFO MODULATION DEPTH,,28,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF PITCH FOLLOW,,29,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF HI-PASS FILTER CUTOFF,,30,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF ENVELOPE MODULATION DEPTH,,31,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF ENVELOPE POLARITY SW,,35,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCA ,VCA MODE SW,,46,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCA ,VCA LEVEL,,47,,0,127,,,,,0-BASED,,
ROLAND,JX-03,ENVELOPE,ENVELOPE ATTACK TIME,,73,,0,127,,,,,0-BASED,,
ROLAND,JX-03,ENVELOPE,ENVELOPE DECAY TIME,,75,,0,127,,,,,0-BASED,,
ROLAND,JX-03,ENVELOPE,ENVELOPE SUSTAIN LEVEL,,53,,0,127,,,,,0-BASED,,
ROLAND,JX-03,ENVELOPE,ENVELOPE RELEASE TIME,,72,,0,127,,,,,0-BASED,,
ROLAND,JX-03,GENERAL,HOLD,,64,,0,127,,,,,0-BASED,,
ROLAND,JX-03,GENERAL,PORTAMENTO TIME,,65,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF RESONANCE,,71,,0,127,,,,,0-BASED,,
ROLAND,JX-03,VCF,VCF CUTOFF,,74,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DELAY,DELAY TIME,,82,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DELAY,DELAY FEEDBACK,,83,,0,127,,,,,0-BASED,,
ROLAND,JX-03,GENERAL,ASSIGN MODE,,86,,0,127,,,,,0-BASED,,
ROLAND,JX-03,GENERAL,BEND RANGE,,87,,0,127,,,,,0-BASED,,
ROLAND,JX-03,DELAY,DELAY LEVEL,,91,,0,127,,,,,0-BASED,,
ROLAND,JX-03,GENERAL,CHORUS SW,,93,,0,127,,,,,0-BASED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,JX-08,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,PATTERN PART LEVEL,,7,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,EXPRESSION PEDAL,,11,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,PITCHBEND,,41,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,HOLD,,64,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,REVERB SEND LEVEL,,91,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,PORTAMENTO TIME,,117,,0,127,,,,,0-BASED,,
ROLAND,JX-08,GENERAL,PORTAMENTO SWITCH,,118,,0,127,,,,,0-BASED,,0: OFF; 127: ON
ROLAND,JX-08,GENERAL,SOLO/POLY/UNISON,,119,,0,127,,,,,0-BASED,,
ROLAND,JX-08,LFO,LFO DELAY TIME,,27,,0,127,,,,,0-BASED,,
ROLAND,JX-08,LFO,LFO RATE,,29,,0,127,,,,,0-BASED,,
ROLAND,JX-08,LFO,LFO WAVEFORM,,35,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-1 TUNE,,20,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-1 RANGE,,47,,0,127,,,,,0-BASED,,0: 16'; 42: 8'; 85: 4'; 127: 2'
ROLAND,JX-08,DCO,DCO-1 LFO,,26,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-1 WAVEFORM,,46,,0,127,,,,,0-BASED,,0: SAWTOOTH; 42: PULSE WAVE; 85: SQUARE; 127: NOISE
ROLAND,JX-08,DCO,DCO-1 ENVELOPE MODE,,60,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-1 ENVELOPE MODULATION,,21,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-2 TUNE,,87,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-2 FINETUNE,,56,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-2 RANGE,,62,,0,127,,,,,0-BASED,,0: 16'; 42: 8'; 85: 4'; 127: 2'
ROLAND,JX-08,DCO,DCO-2 LFO,,25,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-2 WAVEFORM,,61,,0,127,,,,,0-BASED,,0: SAWTOOTH; 42: PULSE WAVE; 85: SQUARE; 127: NOISE
ROLAND,JX-08,DCO,DCO-2 ENVELOPE MODE,,63,,0,127,,,,,0-BASED,,
ROLAND,JX-08,DCO,DCO-2 CROSS MODULATION,,59,,0,127,,,,,0-BASED,,
ROLAND,JX-08,MIXER,DCO-1 LEVEL,,16,,0,127,,,,,0-BASED,,
ROLAND,JX-08,MIXER,DCO-2 LEVEL,,17,,0,127,,,,,0-BASED,,
ROLAND,JX-08,MIXER,MIXER ENVELOPE,,18,,0,127,,,,,0-BASED,,
ROLAND,JX-08,MIXER,MIXER ENVELOPE MODE,,19,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCF,HPF CUTOFF,,79,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCF,VCF CUTOFF,,3,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCF,VCF RESONANCE,,9,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCF,VCF ENVELOPE MODE,,84,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCF,VCF ENVELOPE MODULATION,,81,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCF,VCF KEY FOLLOW,,82,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCF,VCF LFO MODULATION,,28,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCA,VCA ENVELOPE MODE,,109,,0,127,,,,,0-BASED,,
ROLAND,JX-08,VCA,VCA LEVEL,,110,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-1 ATTACK,,83,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-1 DECAY,,80,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-1 SUSTAIN,,85,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-1 RELEASE,,86,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-1 KEY FOLLOW,,104,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-2 ATTACK,,89,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-2 DECAY,,90,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-2 SUSTAIN,,102,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-2 RELEASE,,103,,0,127,,,,,0-BASED,,
ROLAND,JX-08,ENVELOPES,ENV-2 KEY FOLLOW,,105,,0,127,,,,,0-BASED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,SE-02,GENERAL,CONTROL GLIDE,,5,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,CONTROL GLIDE TYPE,,9,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,CONTROL WHL,,13,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,OCTAVE SHIFT,,112,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,TRANSPOSE ,,113,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,TRANSPOSE SW,,114,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,PATCH VOLUME,,115,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,MOD SENS,,80,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,DYNAMICS,,81,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,AFTERTOUCH SENSITIVITY 1,,84,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,AFTERTOUCH SENSITIVITY 2,,85,,0,127,,,,,0-BASED,,
ROLAND,SE-02,GENERAL,BEND RANGE,,87,,0,127,,,,,0-BASED,,
ROLAND,SE-02,XMOD,XMOD 02FLT,,16,,0,127,,,,,0-BASED,,
ROLAND,SE-02,XMOD,XMOD 03TO,,17,,0,127,,,,,0-BASED,,
ROLAND,SE-02,XMOD,XMOD 03PW,,18,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 1 RANGE,,22,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 1 WAVEFORM,,24,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 1 FINE,,27,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 1 ENVELOPE,,29,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 2 RANGE,,19,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 2 WAVEFORM,,20,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 2 FINE,,28,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 3 RANGE,,25,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR 3 WAVEFORM,,26,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR SYNC,,21,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR KEYBOARD,,30,,0,127,,,,,0-BASED,,
ROLAND,SE-02,OSCILLATORS,OSCILLATOR XMOD TO MOD WHEEL,,31,,0,127,,,,,0-BASED,,
ROLAND,SE-02,MIX,OSCILLATOR 1 MIX,,48,,0,127,,,,,0-BASED,,
ROLAND,SE-02,MIX,OSCILLATOR 2 MIX,,4,,0,127,,,,,0-BASED,,
ROLAND,SE-02,MIX,OSCILLATOR 3 MIX,,50,,0,127,,,,,0-BASED,,
ROLAND,SE-02,MIX,NOISE MIX,,41,,0,127,,,,,0-BASED,,
ROLAND,SE-02,MIX,MIX FEEDBACK,,51,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER 1 ATTACK,,47,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER 1 SUSTAIN,,53,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER 1 DECAY,,5,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER 2 ATTACK,,73,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER 2 SUSTAIN,,56,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER 2 DECAY,,75,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER CUTOFF,,74,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER KEYTRACK 13,,57,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER KEYTRACK 23,,58,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER CONTOUR,,59,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER MTRIG,,60,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER NORMAL/INVERT,,61,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER REL,,62,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER GATE/LFO,,63,,0,127,,,,,0-BASED,,
ROLAND,SE-02,FILTERS,FILTER EMPHASIS,,71,,0,127,,,,,0-BASED,,
ROLAND,SE-02,DELAY,DELAY TIME,,82,,0,127,,,,,0-BASED,,
ROLAND,SE-02,DELAY,DELAY REGEN,,83,,0,127,,,,,0-BASED,,
ROLAND,SE-02,DELAY,DELAY AMOUNT,,91,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO RATE,,102,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO OSCILLATOR,,103,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO WAVE,,104,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO FILTER,,105,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO MODWHEEL OSCILLATOR SW,,106,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO MODWHEEL FLT SW,,107,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO MODE SW,,108,,0,127,,,,,0-BASED,,
ROLAND,SE-02,LFO,LFO SYNCH SW,,109,,0,127,,,,,0-BASED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,SH-01A,GENERAL,MODULATION,1,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,PORTAMENTO TIME,5,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,EXPRESSION PEDAL,11,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,PORTAMENT MODE,31,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,HOLD,64,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,PORTAMENTO,65,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,TUNE,76,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,TRANSPOSE SW,77,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,NOISE MODE,78,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,GENERAL,ASSIGN MODE,80,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,LFO,LFO RATE,3,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,LFO,LFO MODE,79,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,LFO,LFO WAVE FORM,12,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO MODULATION DEPTH,13,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO RANGE,14,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO PULSE WIDTH,15,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO PWM SOURCE,16,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO MOD SENS,17,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO BEND DEPTH,18,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO PWM LEVEL,19,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO SAW LEVEL,20,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO SUB LEVEL,21,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO SUB TYPE,22,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,OSCILLATOR,VCO NOISE LEVEL,23,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,FILTER,VCF ENVELOPE DEPTH,24,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,FILTER,VCF MODULATION DEPTH,25,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,FILTER,VCF KEY FOLLOW,26,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,FILTER,VCF CUTOFF,74,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,FILTER,VCF RESONANCE,71,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,FILTER,VCF BEND DEPTH,27,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,AMPIFIER,VCA ENVELOPE SW,28,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,AMPIFIER,VCA ENVELOPE MODE,29,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,ENVELOPE,ENVELOPE ATTACK,73,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,ENVELOPE,ENVELOPE SUSTAIN,30,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,ENVELOPE,ENVELOPE DECAY,75,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,ENVELOPE,ENVELOPE RELEASE,72,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,CHORD VOICES,CHORD VOICE 2 SW,81,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,CHORD VOICES,CHORD VOICE 3 SW,82,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,CHORD VOICES,CHORD VOICE 4 SW,83,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,CHORD VOICES,CHORD VOICE 2 KEY SHIFT,85,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,CHORD VOICES,CHORD VOICE 3 KEY SHIFT,86,,,0,127,,,,,0-BASED,,
ROLAND,SH-01A,CHORD VOICES,CHORD VOICE 4 KEY SHIFT,87,,,0,127,,,,,0-BASED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,SYSTEM-1,GENERAL,MOD,,1,,0,127,,,,,0-BASED,,0: OFF; 127: ON
ROLAND,SYSTEM-1,FILTER,LPF CUTOFF,,3,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,GENERAL,PORTAMENTO,,5,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,FILTER,RESO,,9,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,GENERAL,PEDAL CONTROL,,11,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,FX,AMP CRUSHER,,12,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,FX,DELAY TIME,,13,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,MIX,MIXER OSC1,,16,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,MIX,MIXER OSC2,,17,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,MIX,MIXER SUB OSC,,18,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,MIX,MIXER NOISE,,19,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,GENERAL,PITCH ENV,,22,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,PITCH ATTACK,,23,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,PITCH DECAY,,24,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,LFO,LFO PITCH,,26,,0,127,,,,,CENTERED,
ROLAND,SYSTEM-1,LFO,LFO FADE TIME,,27,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,LFO,LFO FILTER,,28,,0,127,,,,,CENTERED,
ROLAND,SYSTEM-1,LFO,LFO RATE,,29,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,LFO,LFO AMP,,30,,0,127,,,,,CENTERED,
ROLAND,SYSTEM-1,LFO,LFO TYPE,,35,,0,127,,,,,0-BASED,,0: SIN; 25: TRI; 51: SAW; 76: SQU; 102: S&H; 127: DIGI
ROLAND,SYSTEM-1,OSCILLATORS,OSC1 TYPE,,46,,0,127,,,,,0-BASED,,0: SAW; 25: SQU; 51: TRI; 76: SAW2; 102: SQU2; 127: TRI2
ROLAND,SYSTEM-1,OSCILLATORS,OSC1 RANGE,,47,,0,127,,,,,0-BASED,,0: 64'; 25: 32'; 51: 16'; 76: 8'; 102: 4'; 127: 2'
ROLAND,SYSTEM-1,OSCILLATORS,OSC1 COLOR,,50,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,OSCILLATORS,OSC1 CROSS MOD,,52,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,OSCILLATORS,OSC2 COLOR,,55,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,OSCILLATORS,OSC2 TUNE,,56,,0,127,,,,,CENTERED,
ROLAND,SYSTEM-1,OSCILLATORS,OSC1 MOD,,60,,0,127,,,,,0-BASED,,0: MAN; 25: LFO; 51: P. ENV; 76: F. ENV; 102: A. ENV; 127: S. OSC
ROLAND,SYSTEM-1,OSCILLATORS,OSC2 TYPE,,61,,0,127,,,,,0-BASED,,0: SAW; 25: SQU; 51: TRI; 76: SAW2; 102: SQU2; 127: TRI2
ROLAND,SYSTEM-1,OSCILLATORS,OSC2 RANGE,,62,,0,127,,,,,0-BASED,,0: 64'; 25: 32'; 51: 16'; 76: 8'; 102: 4'; 127: 2'
ROLAND,SYSTEM-1,OSCILLATORS,OSC2 MOD,,63,,0,127,,,,,0-BASED,,0: MAN; 25: LFO; 51: P. ENV; 76: F. ENV; 102: A. ENV; 127: S. OSC
ROLAND,SYSTEM-1,GENERAL,PEDAL HOLD,,64,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
ROLAND,SYSTEM-1,GENERAL,AMP TONE,,69,,0,127,,,,,CENTERED,
ROLAND,SYSTEM-1,FILTER,HPF CUTOFF,,79,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,FILTER,FILTER ENV,,81,,0,127,,,,,CENTERED,
ROLAND,SYSTEM-1,FILTER,FILTER KEY,,82,,0,127,,,,,CENTERED,
ROLAND,SYSTEM-1,ENVELOPES,FILTER ATTACK,,83,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,FILTER DECAY,,84,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,FILTER SUSTAIN,,85,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,FILTER RELEASE,,86,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,AMP ATTACK,,89,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,AMP DECAY,,90,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,FX,REVERB,,91,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,FX,DELAY,,94,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,AMP SUSTAIN,,96,,0,127,,,,,0-BASED,
ROLAND,SYSTEM-1,ENVELOPES,AMP RELEASE,,97,,0,127,,,,,0-BASED,
